Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalMnt,TotalCampaignsAcc,In_relationship
48948.0,437,8,206,160,49,42,902,2,0
48948.0,437,8,206,160,49,42,902,2,0
63120.0,965,69,279,54,41,69,1477,1,0
55517.0,483,0,108,0,6,36,633,1,1
36864.0,204,5,39,17,0,89,354,1,0
82582.0,510,120,550,156,40,241,1617,3,0
79803.0,574,8,216,21,16,33,868,0,0
52569.0,85,0,3,0,0,7,95,0,0
82032.0,332,194,377,149,125,57,1234,0,0
82032.0,332,194,377,149,125,57,1234,0,0
65685.0,642,14,49,0,7,57,769,0,1
65685.0,642,14,49,0,7,57,769,0,1
40451.0,35,0,4,0,0,10,49,1,1
31163.0,2,3,10,11,2,10,38,0,0
31163.0,2,3,10,11,2,10,38,0,0
35704.0,30,9,12,2,11,30,94,0,1
7500.0,5,3,10,12,7,20,57,0,0
36075.0,46,0,30,12,1,30,119,0,1
70038.0,587,54,348,71,54,130,1244,0,1
70038.0,587,54,348,71,54,130,1244,0,1
71796.0,354,21,311,167,75,32,960,0,1
47821.0,9,0,16,6,6,10,47,0,1
45503.0,97,4,44,6,1,18,170,0,1
28647.0,19,8,29,0,12,26,94,2,0
37760.0,26,3,13,2,10,0,54,0,0
85431.0,376,53,462,168,53,53,1165,0,1
72635.0,390,22,323,104,35,107,981,1,1
72635.0,390,22,323,104,35,107,981,1,1
77142.0,476,75,162,29,151,97,990,0,1
53172.0,121,62,90,68,20,125,486,0,1
36065.0,18,7,34,10,2,3,74,0,0
73926.0,627,91,597,159,91,15,1580,0,1
35790.0,12,6,20,30,1,3,72,0,0
39552.0,165,3,147,4,24,41,384,1,0
68316.0,806,80,161,120,11,33,1211,0,1
102160.0,763,29,138,76,176,58,1240,4,1
51390.0,205,20,47,23,2,56,353,0,0
72066.0,1003,34,536,134,51,34,1792,3,0
21675.0,4,0,16,17,4,4,45,0,1
48006.0,23,0,11,3,2,2,41,0,1
65106.0,790,19,133,12,0,19,973,1,1
58401.0,10,0,11,17,29,29,96,0,0
29315.0,13,2,14,8,7,4,48,0,1
49389.0,40,0,19,2,1,3,65,0,0
51717.0,98,1,17,0,1,5,122,1,1
46779.0,12,1,3,0,0,7,23,0,0
28520.0,11,0,10,0,2,20,43,0,1
34377.0,62,0,22,3,1,26,114,0,0
54959.0,1148,0,60,0,0,24,1232,2,0
82384.0,984,51,432,180,120,190,1957,2,1
46998.0,172,41,86,45,6,27,377,1,0
58554.0,368,24,68,38,0,88,586,0,1
58554.0,368,24,68,38,0,88,586,0,1
57333.0,941,14,397,76,58,176,1662,1,0
80685.0,241,45,604,34,26,54,1004,0,1
52117.0,112,10,107,30,0,20,279,0,1
62220.0,799,12,375,16,12,12,1226,1,1
64014.0,406,0,30,0,0,8,444,1,1
64014.0,406,0,30,0,0,8,444,1,1
46390.0,95,14,64,2,9,38,222,0,0
75507.0,709,93,374,104,80,80,1440,0,1
75507.0,709,93,374,104,80,80,1440,0,1
59412.0,90,67,165,30,43,11,406,0,1
50616.0,128,0,16,0,1,4,149,0,0
35924.0,8,0,14,2,3,7,34,0,1
57937.0,261,42,144,55,48,133,683,0,1
73356.0,1050,14,322,0,14,112,1512,4,1
21255.0,29,0,25,2,2,3,61,0,1
58494.0,298,7,68,4,0,19,396,0,1
72460.0,377,10,540,80,30,10,1047,0,1
68682.0,919,0,505,99,30,45,1598,0,1
68682.0,919,0,505,99,30,45,1598,0,1
36959.0,25,6,25,6,0,0,62,0,1
46463.0,163,2,40,8,11,11,235,0,1
61825.0,162,50,100,55,30,27,424,0,0
61825.0,162,50,100,55,30,27,424,0,0
28691.0,5,4,13,8,0,4,34,0,1
28691.0,5,4,13,8,0,4,34,0,1
54058.0,198,18,252,32,108,54,662,0,1
84196.0,215,63,507,231,31,190,1237,0,0
38620.0,112,17,44,34,22,89,318,0,1
38620.0,112,17,44,34,22,89,318,0,1
3502.0,2,1,1,0,0,1,5,0,0
47743.0,198,2,43,0,12,20,275,1,1
80360.0,1493,86,454,112,43,43,2231,3,1
66303.0,1090,12,96,16,12,60,1286,1,1
52413.0,295,106,271,75,98,65,910,0,1
60714.0,216,162,224,101,92,162,957,1,0
31385.0,3,2,12,0,1,9,27,2,0
83257.0,536,27,590,38,107,67,1365,3,0
80427.0,1149,71,449,69,71,26,1835,0,1
38823.0,70,0,11,2,8,23,114,0,1
42014.0,244,15,108,4,15,50,436,1,1
42014.0,244,15,108,4,15,50,436,1,1
76140.0,586,66,653,17,0,26,1348,0,1
41713.0,77,8,44,10,10,25,174,0,0
62670.0,539,30,92,80,46,38,825,0,1
70932.0,200,193,100,46,185,185,909,0,1
78939.0,794,115,243,150,0,205,1507,0,1
44512.0,23,1,6,0,0,2,32,0,1
63967.0,387,84,141,73,35,162,882,0,1
90842.0,774,70,118,182,187,93,1424,0,0
25358.0,19,0,5,0,0,8,32,0,0
28567.0,11,3,22,2,2,6,46,0,0
66373.0,328,9,124,12,24,109,606,0,1
66373.0,328,9,124,12,24,109,606,0,1
83844.0,901,31,345,75,31,191,1574,1,1
83844.0,901,31,345,75,31,191,1574,1,1
83844.0,901,31,345,75,31,191,1574,1,1
83664.0,866,21,151,28,21,86,1173,0,0
27450.0,37,12,23,8,11,52,143,0,1
54880.0,308,85,137,102,45,118,795,0,0
71322.0,753,43,226,69,10,204,1305,0,1
60000.0,1048,0,217,0,0,12,1277,0,0
65176.0,960,28,183,220,70,70,1531,0,1
61010.0,888,0,57,0,0,76,1021,0,1
31089.0,31,3,31,2,8,4,79,0,1
20518.0,4,1,6,4,1,9,25,0,0
34469.0,19,6,20,0,5,12,62,0,1
28332.0,14,10,13,4,15,9,65,0,1
33456.0,7,3,10,8,1,7,36,0,1
38443.0,32,0,5,0,0,1,38,0,1
65333.0,654,7,92,0,15,30,798,2,0
82623.0,204,34,204,172,153,173,940,0,0
73691.0,707,21,250,85,43,73,1179,1,1
74485.0,499,149,815,173,49,49,1734,0,1
65748.0,172,73,93,95,78,34,545,0,1
24367.0,2,4,2,0,11,5,24,0,0
91700.0,576,172,961,125,115,19,1968,1,0
79244.0,471,102,125,212,61,245,1216,3,0
82017.0,184,23,446,30,23,23,729,4,1
58138.0,635,88,546,172,88,88,1617,1,0
59354.0,295,21,78,39,13,13,459,0,1
58482.0,576,7,115,19,7,7,731,1,1
29478.0,8,0,7,3,1,1,20,0,1
64474.0,381,35,172,56,86,93,823,0,1
31160.0,16,3,25,6,1,13,64,0,0
40321.0,44,4,21,6,0,27,102,0,1
40321.0,44,4,21,6,0,27,102,0,1
55239.0,371,17,238,23,24,106,779,0,0
57513.0,735,40,183,52,20,30,1060,0,0
85693.0,386,172,183,185,132,111,1169,0,1
71855.0,548,31,422,0,112,28,1141,0,1
7500.0,6,16,11,11,1,16,61,0,1
71969.0,1000,0,76,0,0,10,1086,1,1
28973.0,206,0,46,3,2,12,269,0,1
80872.0,483,72,567,94,12,108,1336,0,0
84117.0,611,76,749,59,45,26,1566,1,1
38741.0,7,10,17,8,6,13,61,0,0
38961.0,19,7,19,0,1,24,70,0,1
75922.0,265,138,553,224,23,92,1295,0,0
56962.0,292,3,77,10,3,26,411,0,1
56962.0,292,3,77,10,3,26,411,0,1
70165.0,161,0,253,199,191,122,926,0,0
65308.0,713,0,264,120,80,34,1211,2,1
29298.0,6,0,2,2,0,1,11,0,1
63246.0,593,30,91,29,22,7,772,0,1
33402.0,26,2,19,10,5,8,70,0,1
96843.0,448,71,951,40,17,17,1544,2,0
82333.0,1311,0,359,46,89,17,1822,2,1
72643.0,526,80,553,123,94,53,1429,2,0
32313.0,86,4,56,2,4,7,159,0,1
55284.0,547,7,140,0,7,63,764,0,0
15287.0,1,2,8,4,3,13,31,2,0
15287.0,1,2,8,4,3,13,31,2,0
51563.0,1166,0,48,0,0,36,1250,2,1
81929.0,1486,55,278,49,0,185,2053,3,1
53593.0,349,4,78,6,0,43,480,0,1
60432.0,365,3,15,4,3,11,401,0,1
66726.0,349,7,35,0,0,47,438,1,1
62450.0,515,47,267,62,66,38,995,1,0
49514.0,88,39,78,58,13,93,369,0,0
43269.0,10,1,7,0,0,1,19,0,1
33762.0,53,1,34,2,0,16,106,0,1
60894.0,606,7,155,10,0,54,832,0,1
87771.0,1492,38,287,50,57,33,1957,5,1
87771.0,1492,38,287,50,57,33,1957,5,1
50737.0,78,0,11,0,0,10,99,1,1
26150.0,5,1,13,3,5,1,28,0,0
57304.0,356,80,329,138,17,106,1026,0,1
71107.0,533,10,217,198,174,195,1327,0,1
53253.0,216,9,57,20,9,125,436,0,1
81320.0,183,33,493,59,103,57,928,0,1
87000.0,196,25,607,67,17,49,961,0,1
40049.0,91,65,52,10,44,28,290,0,1
63684.0,575,80,428,208,93,80,1464,0,1
69016.0,726,53,363,123,107,161,1533,0,1
7500.0,5,2,3,3,0,5,18,0,1
73803.0,833,80,363,52,26,174,1528,2,1
46094.0,12,2,20,3,2,5,44,0,1
85844.0,938,19,843,25,95,38,1958,1,1
38452.0,56,0,14,0,0,2,72,0,1
38452.0,56,0,14,0,0,2,72,0,1
80395.0,445,25,706,80,76,48,1380,1,1
35416.0,248,3,81,4,3,51,390,0,0
44124.0,284,0,55,0,6,52,397,0,1
50729.0,239,13,143,45,4,52,496,0,0
94384.0,1111,24,790,160,45,172,2302,4,1
94384.0,1111,24,790,160,45,172,2302,4,1
34412.0,52,12,50,4,36,55,209,0,0
31158.0,25,6,16,20,0,5,72,0,1
34838.0,28,23,29,29,14,47,170,0,1
56775.0,614,35,160,58,35,35,937,0,1
54356.0,710,15,30,20,0,0,775,1,0
72159.0,322,53,899,34,40,53,1401,0,1
8028.0,73,18,66,7,12,2,178,0,0
55951.0,1241,0,80,0,13,40,1374,2,1
67911.0,529,0,356,63,28,0,976,0,1
67911.0,529,0,356,63,28,0,976,0,1
20427.0,5,0,4,0,0,1,10,0,1
32303.0,35,0,2,0,0,2,39,0,0
55954.0,447,0,28,0,0,43,518,0,1
49187.0,81,1,31,2,1,0,116,0,1
49854.0,123,17,171,39,0,30,380,0,1
63693.0,587,43,337,42,87,54,1150,0,0
63693.0,587,43,337,42,87,54,1150,0,0
19510.0,9,0,7,3,4,7,30,0,1
52332.0,212,5,33,7,0,2,259,1,0
55593.0,293,8,124,11,4,106,546,1,1
54591.0,376,4,94,12,9,24,519,0,1
74859.0,570,73,614,133,102,73,1565,1,0
40851.0,23,1,7,0,4,24,59,0,0
58607.0,867,0,86,0,0,19,972,1,1
7500.0,10,17,18,8,26,40,119,0,0
52614.0,789,0,142,12,9,38,990,0,0
52614.0,789,0,142,12,9,38,990,0,0
67445.0,757,80,217,29,80,11,1174,0,1
67445.0,757,80,217,29,80,11,1174,0,1
67445.0,757,80,217,29,80,11,1174,0,1
36778.0,29,4,34,2,4,4,77,0,1
39453.0,46,0,7,0,0,2,55,0,1
42731.0,159,2,51,6,2,24,244,0,1
40760.0,70,0,17,0,0,6,93,0,0
69969.0,882,29,514,38,29,44,1536,3,1
80317.0,536,11,387,149,91,57,1231,0,0
66636.0,291,10,689,84,10,0,1084,0,1
54730.0,318,3,17,4,7,56,405,0,1
42835.0,379,4,93,12,9,98,595,0,0
53843.0,378,0,88,19,4,73,562,0,1
79530.0,333,0,815,129,42,29,1348,0,1
63841.0,635,15,100,20,7,131,908,0,0
63841.0,635,15,100,20,7,131,908,0,0
63841.0,635,15,100,20,7,131,908,0,0
27100.0,12,0,13,2,0,10,37,0,1
27100.0,12,0,13,2,0,10,37,0,1
72309.0,960,0,883,50,38,0,1931,2,0
50664.0,313,8,104,6,4,126,561,0,0
20194.0,0,4,7,11,10,15,47,0,0
76618.0,749,40,294,121,160,147,1511,0,1
45207.0,203,0,10,0,0,2,215,1,1
56721.0,157,6,39,6,13,75,296,0,1
27038.0,1,26,25,17,23,15,107,1,0
23763.0,22,0,6,6,2,6,42,0,0
37085.0,39,1,16,2,0,3,61,0,1
49605.0,42,16,29,12,20,8,127,0,1
1730.0,1,1,3,1,1,1,8,0,0
34824.0,4,2,11,2,0,4,23,0,0
34824.0,4,2,11,2,0,4,23,0,0
63206.0,750,8,125,11,8,26,928,1,1
26759.0,25,3,16,8,5,2,59,0,0
55412.0,10,5,28,11,1,8,63,0,0
33590.0,4,0,2,0,0,2,8,0,1
70886.0,407,70,239,103,88,53,960,0,1
72679.0,619,54,260,127,54,54,1168,0,0
65073.0,629,17,177,69,0,8,900,0,1
44300.0,30,0,9,0,0,3,42,0,1
56129.0,320,48,133,39,72,48,660,0,1
56129.0,320,48,133,39,72,48,660,0,1
38590.0,3,1,8,4,3,3,22,0,1
53083.0,215,7,33,3,0,13,271,1,1
79689.0,311,26,640,180,37,121,1315,0,0
34704.0,29,0,5,0,1,5,40,0,0
65316.0,112,6,92,3,9,38,260,0,1
41014.0,7,2,6,2,0,3,20,0,1
19740.0,7,11,3,10,4,20,55,0,1
23724.0,5,23,15,0,18,14,75,0,1
55212.0,1103,0,45,0,0,34,1182,2,1
55212.0,1103,0,45,0,0,34,1182,2,1
79800.0,1060,21,530,32,0,224,1867,4,0
70647.0,561,85,171,25,123,114,1079,0,0
38410.0,153,64,123,116,64,14,534,1,1
28071.0,39,33,130,41,26,44,313,0,0
54803.0,404,0,92,28,27,142,693,0,0
74293.0,375,152,335,93,91,81,1127,0,0
74293.0,375,152,335,93,91,81,1127,0,0
35684.0,10,4,7,0,6,3,30,0,1
34320.0,4,1,9,3,0,0,17,0,1
41967.0,23,4,10,0,2,15,54,0,0
49681.0,411,0,26,0,0,21,458,0,1
49681.0,411,0,26,0,0,21,458,0,1
53187.0,211,2,30,7,7,10,267,0,1
86610.0,446,107,768,33,196,53,1603,0,1
70951.0,239,10,554,254,87,54,1198,0,1
24206.0,7,2,8,3,2,3,25,0,0
55357.0,374,64,116,84,25,64,727,0,1
58113.0,221,104,169,102,78,84,758,0,1
70643.0,1218,107,304,23,143,33,1828,1,1
64355.0,1047,0,140,67,38,153,1445,0,1
82576.0,1206,55,445,168,18,18,1910,1,1
41644.0,20,3,4,2,0,2,31,0,0
72570.0,274,83,216,151,141,224,1089,0,1
30630.0,27,1,12,2,0,10,52,0,0
22944.0,19,3,19,4,5,26,76,0,0
86979.0,584,100,835,65,83,35,1702,2,0
82072.0,889,55,685,168,92,129,2018,0,1
52034.0,146,0,93,7,13,73,332,0,0
72354.0,315,26,473,220,12,182,1228,0,0
28427.0,18,3,19,3,3,6,52,0,1
28427.0,18,3,19,3,3,6,52,0,1
39858.0,15,20,25,2,7,26,95,1,0
67381.0,815,8,53,11,0,70,957,1,1
23529.0,9,7,13,3,2,20,54,0,0
51479.0,247,8,160,6,8,65,494,0,1
76068.0,1115,12,128,33,12,76,1376,2,1
22507.0,68,0,226,51,157,68,570,0,0
52413.0,185,8,133,56,56,12,450,0,0
50116.0,54,0,10,0,0,2,66,1,1
76624.0,411,106,147,54,115,66,899,1,0
34587.0,7,2,9,2,0,2,22,0,1
62159.0,182,17,259,77,70,29,634,0,0
66294.0,251,108,334,65,92,117,967,0,0
5648.0,28,0,6,1,1,13,49,1,1
37235.0,20,2,9,4,6,20,61,0,1
85620.0,416,46,925,60,107,46,1600,1,0
23976.0,14,1,21,2,3,25,66,0,1
41020.0,112,1,54,7,7,36,217,0,0
36108.0,141,8,129,3,11,47,339,1,0
57530.0,50,1,27,6,7,1,92,0,0
62905.0,166,75,96,119,107,59,622,0,1
65846.0,562,81,276,80,40,81,1120,0,1
34380.0,72,7,58,13,1,24,175,0,1
41638.0,315,0,31,4,0,91,441,1,0
63207.0,438,169,565,91,169,70,1502,1,1
28320.0,19,1,14,3,2,4,43,0,1
43140.0,134,8,76,6,0,11,235,0,1
52531.0,283,112,151,51,72,125,794,0,1
40246.0,2,1,6,2,1,1,13,0,0
35196.0,75,12,141,43,39,187,497,1,1
35196.0,75,12,141,43,39,187,497,0,1
70596.0,347,44,534,17,0,26,968,0,0
70596.0,347,44,534,17,0,26,968,0,0
52597.0,492,0,37,7,0,42,578,0,0
42394.0,15,2,10,0,1,4,32,0,0
81657.0,364,40,425,158,60,50,1097,0,0
49154.0,206,10,67,30,27,71,411,0,1
34074.0,135,1,41,10,1,67,255,1,1
70638.0,1016,12,215,16,12,63,1334,1,0
38136.0,8,15,27,0,20,33,103,1,1
67432.0,432,79,341,177,136,170,1335,0,1
40689.0,270,3,27,39,6,99,444,0,1
40689.0,270,3,27,39,6,99,444,0,1
101970.0,722,27,102,44,72,168,1135,4,0
44325.0,516,0,21,0,0,5,542,1,1
61467.0,410,16,114,0,5,49,594,0,1
48178.0,159,4,45,6,2,38,254,0,1
16005.0,1,3,2,20,30,47,103,0,1
79593.0,350,60,568,110,133,145,1366,1,1
79593.0,350,60,568,110,133,145,1366,1,1
61180.0,403,24,29,6,24,218,704,1,1
64449.0,218,63,282,137,35,70,805,0,0
77437.0,560,21,442,29,44,29,1125,1,1
17649.0,15,1,23,0,5,1,45,0,1
53103.0,729,17,133,11,0,195,1085,1,1
71819.0,1224,28,140,0,14,168,1574,2,1
74290.0,1121,0,72,0,12,12,1217,2,0
72282.0,503,27,419,90,139,153,1331,1,0
47352.0,172,12,112,8,0,15,319,0,1
47352.0,172,12,112,8,0,15,319,0,1
46524.0,31,19,35,26,14,52,177,0,0
50200.0,266,6,51,8,6,64,401,0,1
18222.0,12,4,19,12,6,14,67,0,1
77610.0,1245,33,332,21,33,16,1680,0,1
38097.0,77,2,35,0,1,69,184,2,1
44377.0,224,0,30,0,0,10,264,0,1
58684.0,479,35,179,28,7,85,813,1,0
66480.0,199,9,57,20,21,6,312,0,1
49638.0,18,10,3,3,5,0,39,0,0
50616.0,30,2,25,0,1,9,67,0,1
26642.0,13,2,15,2,2,8,42,0,0
33235.0,45,0,16,2,1,6,70,0,1
23228.0,13,2,18,6,1,0,40,0,1
36732.0,21,5,3,10,1,7,47,0,1
82657.0,966,168,672,246,105,126,2283,2,1
64140.0,1459,0,61,0,15,215,1750,4,0
44392.0,87,5,71,7,12,29,211,0,1
16185.0,5,11,16,21,8,45,106,0,0
38702.0,13,11,24,13,8,40,109,0,1
54072.0,35,0,4,0,0,0,39,0,1
61787.0,621,73,414,78,48,85,1319,0,0
34935.0,34,4,66,3,10,20,137,0,1
34935.0,34,4,66,3,10,20,137,0,1
59292.0,378,14,68,19,14,14,507,0,1
59292.0,378,14,68,19,14,14,507,0,1
57959.0,430,16,322,43,24,33,868,0,0
92491.0,979,44,935,29,25,22,2034,4,1
42207.0,116,11,72,3,17,46,265,2,1
46984.0,19,1,10,2,1,8,41,0,0
23442.0,2,0,6,8,6,5,27,0,0
46757.0,777,30,163,0,51,122,1143,0,0
14515.0,6,4,9,6,36,35,96,1,1
80910.0,160,80,369,67,39,41,756,0,0
30545.0,4,12,15,19,7,12,69,0,1
44802.0,853,10,143,13,10,20,1049,0,0
79941.0,123,164,266,227,30,174,984,0,0
79734.0,572,8,232,23,62,17,914,1,1
50353.0,141,15,153,67,31,35,442,0,1
77376.0,492,19,110,16,12,12,661,0,1
78075.0,572,8,259,34,35,80,988,0,1
42473.0,93,1,21,0,4,25,144,0,0
25008.0,2,8,8,6,1,9,34,0,0
56223.0,77,28,31,16,0,4,156,0,1
47850.0,42,7,43,20,12,10,134,0,1
91820.0,410,73,747,76,161,30,1497,0,1
40637.0,22,0,13,0,0,3,38,0,0
23295.0,0,0,1,2,12,5,20,0,0
84574.0,387,20,713,38,54,163,1375,0,0
54165.0,127,4,73,15,6,11,236,0,1
28510.0,44,5,19,0,4,19,91,0,0
67131.0,465,71,250,93,35,62,976,0,1
56242.0,689,8,167,11,8,88,971,0,1
86580.0,532,21,127,26,20,20,746,1,1
76005.0,983,20,389,240,50,40,1722,1,1
54693.0,686,17,142,23,26,35,929,0,1
52750.0,393,0,239,90,69,69,860,0,1
36997.0,43,4,12,8,0,27,94,0,0
34230.0,15,0,4,0,0,2,21,0,1
47916.0,505,0,26,0,0,75,606,1,0
60839.0,600,21,128,223,150,128,1250,0,1
79930.0,792,86,740,67,51,17,1753,0,1
55158.0,293,0,87,4,11,23,418,1,1
85485.0,630,26,611,44,18,54,1383,0,0
75865.0,483,0,591,156,0,12,1242,0,1
44375.0,213,5,28,7,7,41,301,0,1
60504.0,458,0,24,6,4,34,526,0,0
65492.0,247,161,295,210,85,47,1045,0,1
67506.0,90,38,67,33,36,67,331,0,0
68805.0,182,2,49,17,13,20,283,0,0
61209.0,466,0,224,119,49,99,957,0,0
66825.0,243,101,405,29,40,40,858,0,1
87188.0,910,111,724,49,74,55,1923,1,0
84953.0,167,48,602,63,72,72,1024,4,0
74637.0,960,64,464,146,0,16,1650,1,0
86111.0,399,28,756,36,40,126,1385,0,1
77632.0,1200,105,758,0,42,147,2252,3,1
31814.0,35,3,20,4,1,20,83,1,1
70116.0,707,44,603,95,58,29,1536,0,1
48240.0,389,91,248,64,49,41,882,1,0
40101.0,171,3,129,26,24,62,415,0,1
70503.0,1379,33,216,0,33,66,1727,2,1
79205.0,504,23,117,179,28,44,895,2,1
51766.0,60,51,87,6,20,51,275,0,0
62994.0,224,12,48,4,12,12,312,0,1
65640.0,204,7,149,20,15,66,461,0,1
38361.0,39,0,56,20,8,14,137,0,1
38361.0,39,0,56,20,8,14,137,0,1
19986.0,3,6,5,0,2,6,22,0,1
19986.0,3,6,5,0,2,6,22,0,1
72903.0,1067,138,750,0,19,39,2013,4,0
45072.0,144,2,99,7,2,30,284,0,0
59062.0,46,1,12,3,0,9,71,0,1
61794.0,264,47,188,54,47,11,611,0,1
45143.0,202,5,74,11,5,14,311,0,1
45143.0,202,5,74,11,5,14,311,0,1
26877.0,101,13,76,20,18,40,268,0,0
36921.0,17,1,12,3,1,4,38,0,0
54342.0,84,10,34,11,10,28,177,0,1
62772.0,581,49,157,43,8,108,946,1,0
75032.0,952,12,180,47,12,12,1215,0,1
22419.0,30,3,47,19,21,42,162,0,1
22419.0,30,3,47,19,21,42,162,0,1
36550.0,47,90,94,123,103,120,577,0,1
75027.0,925,64,179,133,12,77,1390,0,1
63159.0,965,34,586,89,86,37,1797,1,0
54108.0,539,6,91,8,6,97,747,0,1
81795.0,324,132,693,27,118,88,1382,0,1
59594.0,457,4,29,0,0,9,499,1,1
18492.0,2,2,2,2,1,1,10,0,1
94472.0,1017,33,417,108,100,16,1691,2,0
70337.0,187,81,149,25,43,91,576,0,0
34853.0,9,3,15,2,3,2,34,0,0
16269.0,19,3,18,3,1,0,44,0,0
50272.0,99,13,66,43,8,4,233,0,1
22804.0,14,1,7,2,1,1,26,0,0
22804.0,14,1,7,2,1,1,26,0,0
30631.0,15,6,20,4,5,20,70,0,1
78420.0,604,28,674,91,28,28,1453,0,0
81741.0,249,153,940,58,134,38,1572,0,0
25721.0,1,3,6,3,6,15,34,1,1
31907.0,33,87,64,175,16,74,449,0,0
37859.0,22,1,8,2,1,2,36,0,0
30261.0,8,0,5,0,3,6,22,0,1
21645.0,14,0,23,4,5,19,65,1,1
21282.0,1,5,8,4,8,20,46,0,0
32144.0,41,0,10,0,0,3,54,1,1
62637.0,104,12,48,4,12,5,185,0,0
16626.0,8,3,22,21,1,13,68,0,1
54690.0,111,16,37,7,9,18,198,0,1
54690.0,111,16,37,7,9,18,198,0,1
61284.0,618,15,106,20,7,45,811,1,0
23718.0,6,3,14,15,7,36,81,0,1
33419.0,56,0,12,0,0,18,86,0,0
82025.0,267,98,606,48,70,98,1187,2,0
15056.0,6,12,3,21,6,40,88,0,0
48192.0,1039,43,204,153,58,29,1526,4,1
67309.0,515,47,181,149,95,95,1082,0,1
66033.0,293,35,179,46,59,65,677,0,0
28769.0,41,5,129,10,3,3,191,0,0
6835.0,107,2,12,2,2,12,137,0,1
32880.0,8,4,15,7,6,2,42,0,1
23616.0,4,22,11,3,7,32,79,1,0
19419.0,2,14,28,16,3,7,70,0,1
34961.0,45,2,26,4,1,1,79,0,1
64892.0,527,24,230,32,24,65,902,0,0
16248.0,12,11,10,3,12,9,57,0,1
43776.0,8,0,9,2,1,3,23,0,1
52074.0,59,0,12,0,0,48,119,1,0
22123.0,3,3,24,34,7,31,102,0,0
35544.0,30,5,23,4,1,4,67,0,0
59060.0,35,40,111,36,40,12,274,0,1
65665.0,225,162,387,106,36,29,945,0,1
29819.0,9,1,24,2,1,2,39,0,0
81217.0,493,70,324,146,40,84,1157,0,0
81217.0,493,70,324,146,40,84,1157,0,0
26095.0,11,7,9,3,1,11,42,0,0
65706.0,918,10,129,13,0,129,1199,4,0
31859.0,3,1,3,8,0,5,20,0,0
93027.0,1285,42,716,55,0,21,2119,1,1
58710.0,440,81,368,0,122,174,1185,0,0
49618.0,80,3,26,4,2,14,129,0,1
58308.0,691,0,69,10,0,130,900,0,0
40800.0,24,0,27,8,30,10,99,0,1
18690.0,6,1,7,23,4,19,60,0,1
18690.0,6,1,7,23,4,19,60,0,1
18690.0,6,1,7,23,4,19,60,0,1
28087.0,53,8,17,13,0,21,112,0,1
75702.0,650,28,353,45,42,30,1148,0,1
32892.0,26,0,15,2,1,2,46,0,1
32892.0,26,0,15,2,1,2,46,0,1
89120.0,1168,92,408,72,129,55,1924,1,1
27116.0,12,1,21,2,2,3,41,0,1
46107.0,31,9,27,16,9,33,125,0,0
54466.0,12,0,4,0,0,0,16,0,0
59686.0,89,15,89,34,42,5,274,0,0
82460.0,255,47,573,52,32,15,974,0,0
76045.0,760,53,400,17,93,0,1323,1,0
83829.0,897,161,430,186,161,27,1862,4,0
83829.0,897,161,430,186,161,27,1862,4,0
32889.0,28,0,13,4,2,8,55,0,1
33462.0,22,3,18,0,0,11,54,0,0
36627.0,9,1,5,0,0,1,16,0,0
28718.0,12,4,6,11,8,16,57,0,1
77981.0,138,120,204,16,126,60,664,0,1
60230.0,520,20,367,39,81,40,1067,0,0
74918.0,972,59,913,25,19,59,2047,1,1
40464.0,424,17,118,7,23,41,630,0,0
64857.0,556,14,717,210,0,43,1540,0,0
64857.0,556,14,717,210,0,43,1540,0,0
63381.0,571,50,142,33,50,159,1005,0,1
63381.0,571,50,142,33,50,159,1005,0,1
66664.0,398,96,447,220,96,32,1289,0,1
66664.0,398,96,447,220,96,32,1289,0,1
86358.0,957,47,494,82,47,95,1722,0,0
41443.0,171,7,171,25,19,89,482,0,1
57072.0,944,0,60,0,0,30,1034,1,1
54178.0,135,9,39,4,0,7,194,0,1
48767.0,28,1,21,3,0,10,63,0,0
51124.0,26,1,11,0,1,4,43,0,0
43020.0,45,7,99,4,25,43,223,0,0
49980.0,104,1,54,13,9,14,195,0,0
72906.0,400,32,519,71,75,54,1151,0,0
25176.0,4,0,4,0,0,5,13,0,1
96876.0,908,43,735,40,194,21,1941,4,1
31086.0,16,2,11,3,0,16,48,1,1
24072.0,9,1,6,3,0,4,23,0,0
76773.0,516,56,449,86,33,16,1156,0,0
72190.0,597,166,597,172,166,249,1947,0,1
83837.0,847,66,119,86,89,111,1318,3,1
17345.0,4,9,16,17,0,12,58,0,1
75154.0,543,10,205,160,143,82,1143,1,0
28249.0,1,9,7,2,14,10,43,0,1
28249.0,1,9,7,2,14,10,43,0,1
69661.0,656,16,106,32,16,8,834,0,1
27922.0,11,0,13,2,4,11,41,0,1
45903.0,33,8,10,2,10,3,66,0,1
36273.0,29,3,30,3,2,9,76,0,0
70777.0,554,35,113,0,7,78,787,0,1
17148.0,9,9,11,13,10,16,68,0,1
66476.0,742,28,152,25,9,57,1013,0,1
45057.0,37,0,7,3,0,3,50,0,1
41120.0,24,2,23,0,8,24,81,0,1
19485.0,6,0,4,0,0,0,10,0,0
21840.0,17,0,9,0,0,1,27,0,1
41473.0,21,8,20,15,3,9,76,0,0
31395.0,23,1,25,0,8,7,64,0,0
68117.0,618,44,215,0,17,36,930,2,0
47682.0,162,61,83,97,57,61,521,0,0
